Production Date,Units Produced,Operational Costs,Equipment Downtime
2022-08-06,109,4961,1
2022-08-07,164,4871,2
2022-08-08,74,4971,0
2022-08-09,145,3698,2
2022-08-10,129,1885,1
2022-08-11,110,4493,0
2022-08-12,164,4810,0
2022-08-13,125,4170,3
2022-08-14,164,4330,2
2022-08-15,110,3397,3
2022-08-16,59,1067,0
2022-08-17,70,1692,1
2022-08-18,91,3747,3
2022-08-19,78,1810,1
2022-08-20,96,1810,2
2022-08-21,79,2662,1
2022-08-22,157,2290,3
2022-08-23,119,2502,2
2022-08-24,125,4640,1
2022-08-25,96,1142,3
2022-08-26,100,1730,0
2022-08-27,191,4268,0
2022-08-28,83,4230,1
2022-08-29,166,2245,0
2022-08-30,115,4297,2
2022-08-31,110,3465,3
2022-09-01,177,2528,1
2022-09-02,163,2051,2
2022-09-03,159,1448,0
2022-09-04,162,4414,1
2022-09-05,113,2738,3
2022-09-06,97,4469,3
2022-09-07,121,1437,2
2022-09-08,107,2691,1
2022-09-09,157,4532,0
2022-09-10,109,2398,0
2022-09-11,94,1138,3
2022-09-12,138,3155,3
2022-09-13,145,1971,2
2022-09-14,173,3313,2
2022-09-15,153,4641,3
2022-09-16,194,3482,3
2022-09-17,58,4638,1
2022-09-18,71,3462,2
2022-09-19,80,4366,3
2022-09-20,88,3280,1
2022-09-21,75,4931,3
2022-09-22,82,4284,1
2022-09-23,97,4177,1
2022-09-24,56,4061,3
2022-09-25,66,1799,0
2022-09-26,146,1826,2
2022-09-27,99,1438,3
2022-09-28,159,3806,1
2022-09-29,69,1722,1
2022-09-30,77,3556,0
2022-10-01,109,4371,1
2022-10-02,57,4229,1
2022-10-03,172,3062,3
2022-10-04,67,3996,0
2022-10-05,156,2887,0
2022-10-06,169,3005,3
2022-10-07,94,4287,3
2022-10-08,130,3534,3
2022-10-09,139,2766,3
2022-10-10,133,2209,3
2022-10-11,171,3636,0
2022-10-12,71,3893,0
2022-10-13,155,4649,2
2022-10-14,151,2051,2
2022-10-15,62,4238,0
2022-10-16,55,2758,1
2022-10-17,171,4841,3
2022-10-18,199,2718,1
2022-10-19,111,3737,0
2022-10-20,171,3387,0
2022-10-21,160,3666,2
2022-10-22,59,4131,2
2022-10-23,65,4643,1
2022-10-24,182,4003,3
2022-10-25,64,1911,2
2022-10-26,199,3587,1
2022-10-27,76,2873,2
2022-10-28,155,4308,2
2022-10-29,67,3010,2
2022-10-30,56,2379,3
2022-10-31,125,3458,2
2022-11-01,145,3436,3
2022-11-02,77,2295,0
2022-11-03,139,1198,1
2022-11-04,180,3471,0
2022-11-05,165,1913,1
2022-11-06,68,4523,1
2022-11-07,165,4879,3
2022-11-08,137,4896,0
2022-11-09,160,2726,3
2022-11-10,97,2145,0
2022-11-11,140,3120,2
2022-11-12,166,4022,1
2022-11-13,115,3728,2
2022-11-14,163,2836,1
2022-11-15,169,2157,0
2022-11-16,135,4233,2
2022-11-17,99,2282,3
2022-11-18,120,4670,0
2022-11-19,124,4724,2
2022-11-20,137,3139,0
2022-11-21,172,4600,2
2022-11-22,180,3031,3
2022-11-23,190,1978,0
2022-11-24,178,4020,3
2022-11-25,171,2690,2
2022-11-26,57,4702,0
2022-11-27,84,1391,0
2022-11-28,81,2073,1
2022-11-29,158,1996,2
2022-11-30,91,4369,1
2022-12-01,159,1863,2
2022-12-02,175,2082,2
2022-12-03,68,2060,2
2022-12-04,112,2937,1
2022-12-05,112,4227,2
2022-12-06,174,1443,0
2022-12-07,117,4451,0
2022-12-08,134,3119,3
2022-12-09,56,1235,0
2022-12-10,167,1122,3
2022-12-11,108,2548,0
2022-12-12,173,1875,2
2022-12-13,87,3091,2
2022-12-14,71,1671,1
2022-12-15,115,3588,3
2022-12-16,167,4187,0
2022-12-17,87,4954,2
2022-12-18,101,1681,3
2022-12-19,121,4631,0
2022-12-20,191,3016,0
2022-12-21,167,1307,1
2022-12-22,172,3272,2
2022-12-23,78,3353,3
2022-12-24,133,3132,1
2022-12-25,143,3170,0
2022-12-26,66,4115,2
2022-12-27,56,2264,0
2022-12-28,119,4440,1
2022-12-29,101,1371,1
2022-12-30,111,2345,2
2022-12-31,56,3448,2
2018-01-01,64,2836,0
2018-01-02,60,3195,1
2018-01-03,194,3628,2
2018-01-04,187,3858,1
2018-01-05,109,3294,1
2018-01-06,59,3334,1
2018-01-07,113,1381,0
2018-01-08,139,1041,3
2018-01-09,129,1217,3
2018-01-10,146,1817,2
2018-01-11,193,2479,0
2018-01-12,194,1009,0
2018-01-13,88,1344,3
2018-01-14,150,2024,0
2018-01-15,77,4611,0
2018-01-16,181,3452,2
2018-01-17,148,3055,2
2018-01-18,58,3398,0
2018-01-19,195,4170,2
2018-01-20,141,4253,3
2018-01-21,134,1188,2
2018-01-22,99,4598,0
2018-01-23,189,3820,3
2018-01-24,55,1348,1
2018-01-25,189,2481,0
2018-01-26,161,1287,0
2018-01-27,94,4315,2
2018-01-28,119,4290,2
2018-01-29,163,1308,1
2018-01-30,139,3323,1
2018-01-31,51,2326,3
2018-02-01,109,4985,1
2018-02-02,95,1741,2
2018-02-03,121,1630,2
2018-02-04,60,2946,2
2018-02-05,145,4314,2
2018-02-06,101,1603,0
2018-02-07,102,3985,3
2018-02-08,156,2967,0
2018-02-09,156,2317,2
2018-02-10,155,1868,0
2018-02-11,103,2130,1
2018-02-12,156,2069,1
2018-02-13,198,4540,1
2018-02-14,162,2281,2
2018-02-15,145,3892,0
2018-02-16,120,4430,2
2018-02-17,69,4826,0
2018-02-18,58,1116,1
2018-02-19,193,4177,3
2018-02-20,52,2550,3
2018-02-21,139,4665,2
2018-02-22,166,1876,1
2018-02-23,182,3885,2
2018-02-24,117,2326,2
2018-02-25,146,4794,1
2018-02-26,181,2043,0
2018-02-27,165,1971,2
2018-02-28,150,1071,2
2018-03-01,199,2878,0
2018-03-02,175,4194,1
2018-03-03,53,2841,1
2018-03-04,79,1245,2
2018-03-05,177,1050,0
2018-03-06,93,1600,3
2018-03-07,172,4046,2
2018-03-08,178,3756,3
2018-03-09,113,2656,0
2018-03-10,162,1717,0
2018-03-11,192,1917,0
2018-03-12,86,1735,2
2018-03-13,162,2022,0
2018-03-14,85,4062,1
2018-03-15,83,1271,2
2018-03-16,85,2501,3
2018-03-17,132,4325,3
2018-03-18,77,2541,1
2018-03-19,55,1511,2
2018-03-20,143,3524,1
2018-03-21,191,3253,3
2018-03-22,57,4571,2
2018-03-23,172,4911,3
2018-03-24,108,1935,3
2018-03-25,83,2004,2
2018-03-26,76,4972,2
2018-03-27,64,4680,3
2018-03-28,130,4934,3
2018-03-29,66,2494,2
2018-03-30,59,3181,1
2018-03-31,197,3667,3
2018-04-01,196,4283,0
2018-04-02,137,2155,2
2018-04-03,119,2501,1
2018-04-04,77,4588,3
2018-04-05,140,2549,1
2018-04-06,183,2325,3
2018-04-07,153,2303,3
2018-04-08,109,3323,3
2018-04-09,61,4481,1
2018-04-10,115,1856,3
2018-04-11,132,4591,3
2018-04-12,80,3689,1
2018-04-13,83,4488,1
2018-04-14,195,2730,0
2018-04-15,67,4607,3
2018-04-16,84,3483,0
2018-04-17,140,2867,1
2018-04-18,193,3136,3
2018-04-19,167,2862,2
2018-04-20,104,3052,0
2018-04-21,105,1584,3
2018-04-22,109,4416,0
2018-04-23,179,1866,2
2018-04-24,174,2642,2
2018-04-25,132,3077,2
2018-04-26,70,2407,2
2018-04-27,176,3250,1
2018-04-28,172,3080,1
2018-04-29,70,2889,3
2018-04-30,151,3953,0
2018-05-01,79,3339,0
2018-05-02,170,1942,1
2018-05-03,156,2662,1
2018-05-04,64,4418,2
2018-05-05,136,3070,2
2018-05-06,197,2954,1
2018-05-07,123,1897,0
2018-05-08,140,2280,2
2018-05-09,65,2889,0
2018-05-10,112,3272,1
2018-05-11,88,2851,3
2018-05-12,121,4327,2
2018-05-13,50,4985,1
2018-05-14,57,4014,2
2018-05-15,191,3602,1
2018-05-16,112,4629,1
2018-05-17,193,1425,1
2018-05-18,171,2083,3
2018-05-19,187,3087,0
2018-05-20,195,3399,2
2018-05-21,76,1228,1
2018-05-22,131,2926,3
2018-05-23,69,2258,0
2018-05-24,73,2752,3
2018-05-25,139,1064,2
2018-05-26,148,3528,3
2018-05-27,55,4815,1
2018-05-28,74,1393,3
2018-05-29,160,4664,2
2018-05-30,159,3999,0
2018-05-31,161,3348,3
2018-06-01,174,4293,3
2018-06-02,165,4647,2
2018-06-03,53,4493,0
2018-06-04,128,2789,1
2018-06-05,100,3567,0
2018-06-06,92,4592,0
2018-06-07,152,3955,2
2018-06-08,168,2947,0
2018-06-09,62,4181,2
2018-06-10,171,4998,1
2018-06-11,176,4372,3
2018-06-12,92,1051,3
2018-06-13,147,2407,0
2018-06-14,74,3744,0
2018-06-15,193,1739,2
2018-06-16,150,2241,0
2018-06-17,89,3088,1
2018-06-18,53,2445,1
2018-06-19,57,1009,2
2018-06-20,127,1157,3
2018-06-21,184,3347,0
2018-06-22,126,2309,1
2018-06-23,141,3577,0
2018-06-24,80,2017,1
2018-06-25,158,3325,3
2018-06-26,50,3660,0
2018-06-27,163,3755,1
2018-06-28,187,4042,1
2018-06-29,103,3460,3
2018-06-30,174,4992,1
2018-07-01,87,1639,2
2018-07-02,66,3481,3
2018-07-03,79,1663,2
2018-07-04,59,4671,0
2018-07-05,60,1502,0
2018-07-06,113,2506,2
2018-07-07,179,4296,3
2018-07-08,103,4289,1
2018-07-09,90,4584,0
2018-07-10,179,2397,2
2018-07-11,72,1336,2
2018-07-12,190,3951,3
2018-07-13,87,4151,3
2018-07-14,80,2719,1
2018-07-15,113,1063,3
2018-07-16,90,1489,3
2018-07-17,172,4668,0
2018-07-18,64,1924,1
2018-07-19,113,2468,3
2018-07-20,64,4885,2
2018-07-21,82,2451,3
2018-07-22,70,3437,2
2018-07-23,120,3324,0
2018-07-24,79,2710,3
2018-07-25,125,4605,2
2018-07-26,138,4075,3
2018-07-27,158,2922,1
2018-07-28,113,3747,1
2018-07-29,165,2453,0
2018-07-30,62,4159,1
2018-07-31,157,2214,2
2018-08-01,197,3695,3
2018-08-02,114,1895,3
2018-08-03,102,3270,0
2018-08-04,66,3545,0
2018-08-05,198,4033,0
2018-08-06,199,3244,2
2018-08-07,195,4610,3
2018-08-08,191,3926,3
2018-08-09,67,1764,0
2018-08-10,139,2262,1
2018-08-11,103,3708,1
2018-08-12,91,2669,2
2018-08-13,81,1554,3
2018-08-14,147,2507,3
2018-08-15,188,2768,2
2018-08-16,151,3557,1
2018-08-17,161,3999,2
2018-08-18,141,4396,2
2018-08-19,199,3887,0
2018-08-20,100,3905,0
2018-08-21,187,4868,2
2018-08-22,139,2486,3
2018-08-23,145,4335,3
2018-08-24,178,2267,1
2018-08-25,155,4210,3
2018-08-26,139,2206,3
2018-08-27,67,3975,1
2018-08-28,98,4761,3
2018-08-29,155,3112,1
2018-08-30,178,2692,2
2018-08-31,125,1538,3
2018-09-01,50,4869,3
2018-09-02,97,1240,3
2018-09-03,138,2229,3
2018-09-04,144,2303,1
2018-09-05,94,3664,0
2018-09-06,106,1825,0
2018-09-07,55,4667,1
2018-09-08,120,2795,1
2018-09-09,156,2877,3
2018-09-10,167,3613,3
2018-09-11,198,1040,1
2018-09-12,167,3067,1
2018-09-13,161,3487,3
2018-09-14,180,2727,3
2018-09-15,119,3150,0
2018-09-16,50,4142,2
2018-09-17,100,3389,2
2018-09-18,63,4109,2
2018-09-19,162,4317,2
2018-09-20,64,3108,0
2018-09-21,154,1540,1
2018-09-22,89,2440,1
2018-09-23,160,4894,2
2018-09-24,187,1832,2
2018-09-25,181,1896,3
2018-09-26,179,1756,2
2018-09-27,102,1240,3
2018-09-28,78,4943,3
2018-09-29,102,2734,1
2018-09-30,133,1578,3
2018-10-01,126,1351,3
2018-10-02,51,2026,0
2018-10-03,58,4105,2
2018-10-04,132,2309,2
2018-10-05,191,3430,1
2018-10-06,113,4575,3
2018-10-07,91,1628,3
2018-10-08,148,3613,0
2018-10-09,54,2132,2
2018-10-10,99,3196,1
2018-10-11,57,3015,0
2018-10-12,110,3578,0
2018-10-13,110,2014,1
2018-10-14,84,1785,1
2018-10-15,192,2492,2
2018-10-16,171,3171,0
2018-10-17,150,3344,2
2018-10-18,170,2459,2
2018-10-19,138,3650,2
2018-10-20,97,2436,0
2018-10-21,172,3630,0
2018-10-22,126,1049,2
2018-10-23,148,3955,3
2018-10-24,123,3364,2
2018-10-25,65,4102,0
2018-10-26,84,4214,3
2018-10-27,123,2085,1
2018-10-28,156,3204,0
2018-10-29,52,1822,3
2018-10-30,199,2227,0
2018-10-31,104,1664,1
2018-11-01,120,4217,1
2018-11-02,126,2610,3
2018-11-03,103,1219,0
2018-11-04,163,1939,1
2018-11-05,119,4396,1
2018-11-06,108,2977,1
2018-11-07,118,1993,1
2018-11-08,76,4505,2
2018-11-09,50,2488,1
2018-11-10,188,3095,2
2018-11-11,98,2055,2
2018-11-12,109,3340,1
2018-11-13,194,2720,0
2018-11-14,110,2282,0
2018-11-15,149,2595,1
2018-11-16,107,2098,0
2018-11-17,153,3372,2
2018-11-18,85,4413,3
2018-11-19,90,4193,0
2018-11-20,180,1307,2
2018-11-21,193,2625,0
2018-11-22,72,1810,1
2018-11-23,109,2674,1
2018-11-24,64,2723,3
2018-11-25,53,2827,2
2018-11-26,178,1539,1
2018-11-27,133,4231,2
2018-11-28,109,3164,1
2018-11-29,160,2609,3
2018-11-30,197,2497,2
2018-12-01,185,1871,2
2018-12-02,91,1003,3
2018-12-03,107,4701,2
2018-12-04,157,2661,2
2018-12-05,51,4800,3
2018-12-06,112,3882,1
2018-12-07,62,2045,3
2018-12-08,96,4739,2
2018-12-09,152,1180,2
2018-12-10,152,2623,1
2018-12-11,76,2431,2
2018-12-12,157,4072,1
2018-12-13,93,2425,3
2018-12-14,57,3322,1
2018-12-15,67,4990,2
2018-12-16,101,1618,1
2018-12-17,84,4547,1
2018-12-18,65,3827,3
2018-12-19,57,1648,2
2018-12-20,174,2778,2
2018-12-21,125,4664,0
2018-12-22,79,3793,1
2018-12-23,150,4110,0
2018-12-24,65,3965,1
2018-12-25,127,1448,2
2018-12-26,199,4426,1
2018-12-27,126,2831,3
2018-12-28,118,4327,3
2018-12-29,188,3411,0
2018-12-30,55,1604,1
2018-12-31,86,1064,3
2019-01-01,60,4375,0
2019-01-02,138,4005,0
2019-01-03,73,2776,3
2019-01-04,151,1960,0
2019-01-05,197,1871,3
2019-01-06,74,2805,2
2019-01-07,157,4604,0
2019-01-08,124,3696,3
2019-01-09,143,2787,2
2019-01-10,62,2236,1
2019-01-11,198,4192,1
2019-01-12,198,2603,0
2019-01-13,131,3994,2
2019-01-14,135,2090,3
2019-01-15,128,1781,0
2019-01-16,57,2466,3
2019-01-17,65,4623,1
2019-01-18,68,1300,3
2019-01-19,155,1318,2
2019-01-20,171,2883,1
2019-01-21,66,4212,0
2019-01-22,134,1291,1
2019-01-23,121,4680,3
2019-01-24,90,3518,0
2019-01-25,123,2169,2
2019-01-26,101,2300,2
2019-01-27,192,3755,2
2019-01-28,62,2336,0
2019-01-29,148,3573,1
2019-01-30,62,2075,2
2019-01-31,167,2744,1
2019-02-01,74,2548,0
2019-02-02,105,2026,1
2019-02-03,107,2239,1
2019-02-04,131,3792,0
2019-02-05,72,4498,2
2019-02-06,107,3123,2
2019-02-07,151,3677,2
2019-02-08,157,2497,3
2019-02-09,61,4253,0
2019-02-10,99,2983,3
2019-02-11,70,3131,1
2019-02-12,88,1515,0
2019-02-13,86,4341,1
2019-02-14,141,3627,3
2019-02-15,167,4337,1
2019-02-16,90,3930,1
2019-02-17,102,4982,3
2019-02-18,130,4714,3
2019-02-19,121,2089,1
2019-02-20,91,1334,3
2019-02-21,137,3388,3
2019-02-22,100,4332,3
2019-02-23,130,2786,2
2019-02-24,161,1486,2
2019-02-25,117,3493,3
2019-02-26,86,4123,3
2019-02-27,193,3191,2
2019-02-28,109,2803,0
2019-03-01,137,1159,0
2019-03-02,150,3641,0
2019-03-03,143,3608,0
2019-03-04,101,3939,3
2019-03-05,163,3147,3
2019-03-06,191,4947,0
2019-03-07,117,3429,3
2019-03-08,165,1237,2
2019-03-09,64,1139,1
2019-03-10,78,3602,1
2019-03-11,197,3897,0
2019-03-12,50,3535,3
2019-03-13,178,3064,1
2019-03-14,50,1845,3
2019-03-15,109,2417,3
2019-03-16,94,1939,3
2019-03-17,148,4916,3
2019-03-18,61,2988,2
2019-03-19,147,4086,0
2019-03-20,61,3724,1
2019-03-21,184,4233,3
2019-03-22,166,3281,0
2019-03-23,123,2323,3
2019-03-24,170,2035,2
2019-03-25,176,3683,1
2019-03-26,59,4932,3
2019-03-27,198,2107,1
2019-03-28,156,1964,1
2019-03-29,54,4756,1
2019-03-30,128,2192,2
2019-03-31,173,4110,3
2019-04-01,115,2588,2
2019-04-02,161,1226,2
2019-04-03,126,2920,2
2019-04-04,165,4920,1
2019-04-05,160,1631,1
2019-04-06,123,1093,1
2019-04-07,62,2501,3
2019-04-08,58,2414,3
2019-04-09,156,3115,0
2019-04-10,86,1622,3
2019-04-11,52,4536,2
2019-04-12,163,1251,3
2019-04-13,58,3369,0
2019-04-14,185,4106,0
2019-04-15,158,4635,3
2019-04-16,131,3656,0
2019-04-17,131,2597,3
2019-04-18,116,2609,3
2019-04-19,148,4865,3
2019-04-20,104,3085,3
2019-04-21,125,4706,0
2019-04-22,141,4332,0
2019-04-23,86,4699,3
2019-04-24,89,1791,0
2019-04-25,136,2330,0
2019-04-26,104,2816,2
2019-04-27,83,1244,3
2019-04-28,69,2287,0
2019-04-29,89,4328,0
2019-04-30,166,3689,2
2019-05-01,130,1605,0
2019-05-02,68,4324,2
2019-05-03,135,1313,0
2019-05-04,176,2871,0
2019-05-05,53,4510,2
2019-05-06,87,4872,0
2019-05-07,193,3315,2
2019-05-08,54,2547,2
2019-05-09,63,4745,3
2019-05-10,81,2168,3
2019-05-11,165,2766,2
2019-05-12,83,2942,1
2019-05-13,194,1973,2
2019-05-14,173,2778,3
2019-05-15,131,2496,0
2019-05-16,177,3071,3
2019-05-17,88,2300,0
2019-05-18,149,1989,1
2019-05-19,136,2486,0
2019-05-20,105,2592,3
2019-05-21,77,4363,2
2019-05-22,161,3981,2
2019-05-23,101,3289,3
2019-05-24,95,2312,3
2019-05-25,120,1824,0
2019-05-26,102,3873,0
2019-05-27,122,4790,3
2019-05-28,108,3039,2
2019-05-29,180,2398,1
2019-05-30,62,2067,0
2019-05-31,86,2071,2
2019-06-01,164,2100,2
2019-06-02,164,1349,3
2019-06-03,132,4942,0
2019-06-04,91,4178,0
2019-06-05,147,2697,3
2019-06-06,126,4664,1
2019-06-07,147,2526,3
2019-06-08,113,2135,3
2019-06-09,79,3982,3
2019-06-10,182,2172,3
2019-06-11,56,3351,2
2019-06-12,164,1608,3
2019-06-13,155,1881,0
2019-06-14,164,4152,3
2019-06-15,120,4496,2
2019-06-16,179,2448,3
2019-06-17,67,4533,2
2019-06-18,123,3319,0
2019-06-19,79,4801,2
2019-06-20,140,4207,0
2019-06-21,145,1232,2
2019-06-22,56,1833,1
2019-06-23,170,3092,3
2019-06-24,123,4695,3
2019-06-25,194,1323,3
2019-06-26,189,1554,1
2019-06-27,161,4735,2
2019-06-28,68,3306,1
2019-06-29,113,2376,2
2019-06-30,90,3296,1
2019-07-01,181,3759,0
2019-07-02,89,2243,0
2019-07-03,176,4214,1
2019-07-04,56,3825,3
2019-07-05,72,2324,1
2019-07-06,130,2785,2
2019-07-07,199,1433,0
2019-07-08,105,3952,1
2019-07-09,132,1659,3
2019-07-10,184,3765,0
2019-07-11,67,1078,0
2019-07-12,158,3364,2
2019-07-13,71,3796,2
2019-07-14,109,4720,2
2019-07-15,171,2165,3
2019-07-16,126,2791,1
2019-07-17,59,2412,0
2019-07-18,136,3671,2
2019-07-19,104,4147,3
2019-07-20,183,2948,1
2019-07-21,93,2874,3
2019-07-22,179,2355,3
2019-07-23,117,2621,2
2019-07-24,196,2674,2
2019-07-25,147,2894,1
2019-07-26,100,3107,0
2019-07-27,96,1832,2
2019-07-28,96,3329,0
2019-07-29,163,2685,2
2019-07-30,67,3652,3
2019-07-31,53,3400,2
2019-08-01,59,3554,2
2019-08-02,53,2865,2
2019-08-03,64,2318,0
2019-08-04,158,3064,3
2019-08-05,196,3902,0
2019-08-06,58,2802,0
2019-08-07,90,2708,3
2019-08-08,86,2607,1
2019-08-09,53,1816,1
2019-08-10,98,1303,0
2019-08-11,116,2343,2
2019-08-12,110,3431,1
2019-08-13,99,1524,1
2019-08-14,152,2253,3
2019-08-15,183,1322,2
2019-08-16,126,4859,0
2019-08-17,178,1632,2
2019-08-18,101,4391,2
2019-08-19,95,2895,3
2019-08-20,140,4925,2
2019-08-21,176,4672,0
2019-08-22,195,1823,0
2019-08-23,187,3789,3
2019-08-24,80,4152,2
2019-08-25,72,4048,1
2019-08-26,139,1934,2
2019-08-27,175,3976,3
2019-08-28,114,1910,1
2019-08-29,57,3753,3
2019-08-30,107,3305,3
2019-08-31,183,1056,3
2019-09-01,98,4738,3
2019-09-02,79,4890,1
2019-09-03,98,2534,1
2019-09-04,171,1747,1
2019-09-05,103,4797,3
2019-09-06,61,3409,0
2019-09-07,128,2353,3
2019-09-08,79,2559,1
2019-09-09,197,2614,1
2019-09-10,186,3282,3
2019-09-11,86,1713,0
2019-09-12,104,3760,0
2019-09-13,61,4041,1
2019-09-14,61,3547,0
2019-09-15,108,2294,0
2019-09-16,103,2458,0
2019-09-17,167,3634,1
2019-09-18,188,1250,2
2019-09-19,188,3943,1
2019-09-20,99,3357,2
2019-09-21,168,1538,3
2019-09-22,176,1753,0
2019-09-23,86,1340,0
2019-09-24,188,2425,1
2019-09-25,102,2792,0
2019-09-26,95,4283,1
2019-09-27,84,2351,3
2019-09-28,134,2951,2
2019-09-29,75,4243,3
2019-09-30,162,1285,2
2019-10-01,97,4604,1
2019-10-02,137,2974,0
2019-10-03,78,4273,1
2019-10-04,72,3627,3
2019-10-05,101,1384,3
2019-10-06,88,3064,3
2019-10-07,179,1484,0
2019-10-08,148,1062,0
2019-10-09,139,4310,2
2019-10-10,101,1370,3
2019-10-11,142,3936,2
2019-10-12,180,1485,1
2019-10-13,174,3027,3
2019-10-14,111,1207,0
2019-10-15,71,1471,1
2019-10-16,178,4452,2
2019-10-17,174,4182,0
2019-10-18,82,4613,1
2019-10-19,168,4495,2
2019-10-20,197,1141,0
2019-10-21,188,1892,3
2019-10-22,136,2741,1
2019-10-23,93,1079,1
2019-10-24,115,2922,3
2019-10-25,135,3289,0
2019-10-26,156,4676,1
2019-10-27,151,2131,1
2019-10-28,57,2477,1
2019-10-29,178,2134,1
2019-10-30,171,1634,0
2019-10-31,80,4678,2
2019-11-01,91,1547,0
2019-11-02,194,1620,0
2019-11-03,77,4481,3
2019-11-04,158,3313,3
2019-11-05,100,2754,3
2019-11-06,80,4704,3
2019-11-07,94,2589,2
2019-11-08,145,1218,3
2019-11-09,111,3954,1
2019-11-10,150,3314,0
2019-11-11,68,2466,1
2019-11-12,190,4036,0
2019-11-13,68,4763,0
2019-11-14,125,2655,1
2019-11-15,93,2152,0
2019-11-16,184,2378,2
2019-11-17,53,3730,3
2019-11-18,58,4862,2
2019-11-19,120,4449,0
2019-11-20,116,1461,2
2019-11-21,131,1790,2
2019-11-22,189,4836,0
2019-11-23,149,3243,1
2019-11-24,85,2256,3
2019-11-25,130,3770,0
2019-11-26,58,1797,0
2019-11-27,133,4225,0
2019-11-28,70,4115,3
2019-11-29,130,1790,3
2019-11-30,180,2896,0
2019-12-01,65,4900,2
2019-12-02,191,2790,3
2019-12-03,82,3203,3
2019-12-04,125,1087,3
2019-12-05,107,1434,0
2019-12-06,63,1319,0
2019-12-07,109,4922,3
2019-12-08,76,3001,0
2019-12-09,70,2912,1
2019-12-10,59,4384,1
2019-12-11,72,3012,3
2019-12-12,154,2099,3
2019-12-13,59,3228,1
2019-12-14,120,2693,3
2019-12-15,124,3591,1
2019-12-16,90,3653,3
2019-12-17,120,4325,1
2019-12-18,59,1569,1
2019-12-19,157,1166,3
2019-12-20,96,2882,2
2019-12-21,106,3363,2
2019-12-22,68,3023,2
2019-12-23,50,2594,3
2019-12-24,83,2382,2
2019-12-25,161,1977,2
2019-12-26,51,4395,3
2019-12-27,173,2698,2
2019-12-28,154,4657,2
2019-12-29,187,2873,0
2019-12-30,50,1409,0
2019-12-31,149,4816,1
2020-01-01,188,4427,0
2020-01-02,87,4350,3
2020-01-03,57,2773,1
2020-01-04,163,4070,1
2020-01-05,147,1890,1
2020-01-06,54,2361,2
2020-01-07,60,3118,1
2020-01-08,101,4938,0
2020-01-09,146,2302,3
2020-01-10,145,3874,2
2020-01-11,182,2254,1
2020-01-12,192,4550,1
2020-01-13,131,2942,1
2020-01-14,55,4436,2
2020-01-15,154,3613,0
2020-01-16,76,4845,2
2020-01-17,79,2185,0
2020-01-18,169,4660,2
2020-01-19,167,2038,0
2020-01-20,116,1624,0
2020-01-21,198,2307,2
2020-01-22,122,4325,1
2020-01-23,144,1636,1
2020-01-24,171,2920,1
2020-01-25,82,3828,2
2020-01-26,196,2836,2
2020-01-27,188,1873,1
2020-01-28,82,4706,2
2020-01-29,67,3863,3
2020-01-30,167,4402,3
2020-01-31,147,3190,1
2020-02-01,160,2541,3
2020-02-02,198,4797,3
2020-02-03,195,3027,0
2020-02-04,120,2534,1
2020-02-05,161,2282,2
2020-02-06,194,1968,1
2020-02-07,50,3889,1
2020-02-08,158,1768,0
2020-02-09,62,1807,1
2020-02-10,171,2442,1
2020-02-11,152,2962,2
2020-02-12,123,2105,1
2020-02-13,165,3596,2
2020-02-14,90,1638,0
2020-02-15,164,2605,2
2020-02-16,147,1799,0
2020-02-17,144,4317,0
2020-02-18,61,3816,2
2020-02-19,157,3248,2
2020-02-20,150,1068,0
2020-02-21,122,1795,1
2020-02-22,108,2731,2
2020-02-23,131,3169,2
2020-02-24,88,4160,2
2020-02-25,138,1781,3
2020-02-26,96,3358,2
2020-02-27,68,1256,2
2020-02-28,52,3971,0
2020-02-29,117,2525,3
2020-03-01,78,2068,0
2020-03-02,157,1902,1
2020-03-03,85,3070,0
2020-03-04,109,4703,3
2020-03-05,94,2951,1
2020-03-06,178,2986,3
2020-03-07,154,2576,2
2020-03-08,121,4850,3
2020-03-09,182,1402,1
2020-03-10,159,1477,0
2020-03-11,144,2882,3
2020-03-12,186,3818,3
2020-03-13,140,2884,0
2020-03-14,121,2305,2
2020-03-15,172,2054,1
2020-03-16,194,1092,0
2020-03-17,90,2752,2
2020-03-18,169,1059,3
2020-03-19,126,2646,3
2020-03-20,126,3705,2
2020-03-21,118,1271,0
2020-03-22,199,4958,1
2020-03-23,195,1653,3
2020-03-24,164,2198,2
2020-03-25,194,3611,1
2020-03-26,103,1777,1
2020-03-27,87,1670,0
2020-03-28,101,4846,2
2020-03-29,178,4370,0
2020-03-30,141,4914,1
2020-03-31,126,1760,3
2020-04-01,140,2717,1
2020-04-02,77,4124,1
2020-04-03,147,1427,0
2020-04-04,74,4310,1
2020-04-05,93,1255,0
2020-04-06,107,2893,3
2020-04-07,51,4661,3
2020-04-08,53,3246,2
2020-04-09,182,1156,0
2020-04-10,193,4364,2
2020-04-11,120,2663,2
2020-04-12,198,2967,2
2020-04-13,63,4129,2
2020-04-14,107,3501,2
2020-04-15,112,3187,2
2020-04-16,75,1374,0
2020-04-17,91,1606,0
2020-04-18,184,1708,0
2020-04-19,62,4945,2
2020-04-20,70,3140,1
2020-04-21,98,2716,0
2020-04-22,110,4775,2
2020-04-23,52,4329,3
2020-04-24,75,2554,0
2020-04-25,193,1784,1
2020-04-26,104,1678,0
2020-04-27,156,3136,2
2020-04-28,127,2854,0
2020-04-29,147,3677,1
